#Column 1: Rest Wavelength (microns)
#Column 2: Luminosity (W/Hz)
#Column 3: DLnu (W/Hz)
wavelength luminosity  uncertainty
  72.500   1.897E+25   3.525E+24
  72.600   1.902E+25   3.534E+24
  72.700   1.908E+25   3.543E+24
  72.800   1.913E+25   3.552E+24
  72.900   1.919E+25   3.561E+24
  73.000   1.925E+25   3.570E+24
  73.100   1.930E+25   3.579E+24
  73.200   1.936E+25   3.589E+24
  73.300   1.941E+25   3.598E+24
  73.400   1.947E+25   3.607E+24
  73.500   1.952E+25   3.616E+24
  73.600   1.958E+25   3.625E+24
  73.700   1.963E+25   3.633E+24
  73.800   1.969E+25   3.642E+24
  73.900   1.974E+25   3.651E+24
  74.000   1.980E+25   3.660E+24
  74.100   1.985E+25   3.669E+24
  74.200   1.991E+25   3.678E+24
  74.300   1.997E+25   3.687E+24
  74.400   2.002E+25   3.695E+24
  74.500   2.008E+25   3.704E+24
  74.600   2.013E+25   3.713E+24
  74.700   2.019E+25   3.721E+24
  74.800   2.024E+25   3.730E+24
  74.900   2.030E+25   3.739E+24
  75.000   2.035E+25   3.747E+24
  75.100   2.041E+25   3.756E+24
  75.200   2.046E+25   3.764E+24
  75.300   2.052E+25   3.773E+24
  75.400   2.057E+25   3.781E+24
  75.500   2.063E+25   3.790E+24
  75.600   2.068E+25   3.798E+24
  75.700   2.074E+25   3.807E+24
  75.800   2.079E+25   3.815E+24
  75.900   2.085E+25   3.823E+24
  76.000   2.090E+25   3.832E+24
  76.100   2.096E+25   3.840E+24
  76.200   2.101E+25   3.848E+24
  76.300   2.107E+25   3.856E+24
  76.400   2.112E+25   3.864E+24
  76.500   2.118E+25   3.873E+24
  76.600   2.123E+25   3.881E+24
  76.700   2.129E+25   3.889E+24
  76.800   2.134E+25   3.897E+24
  76.900   2.139E+25   3.905E+24
  77.000   2.145E+25   3.913E+24
  77.100   2.150E+25   3.921E+24
  77.200   2.156E+25   3.929E+24
  77.300   2.161E+25   3.937E+24
  77.400   2.167E+25   3.944E+24
  77.500   2.172E+25   3.952E+24
  77.600   2.178E+25   3.960E+24
  77.700   2.183E+25   3.968E+24
  77.800   2.188E+25   3.976E+24
  77.900   2.194E+25   3.983E+24
  78.000   2.199E+25   3.991E+24
  78.100   2.205E+25   3.999E+24
  78.200   2.210E+25   4.006E+24
  78.300   2.215E+25   4.014E+24
  78.400   2.221E+25   4.021E+24
  78.500   2.226E+25   4.029E+24
  78.600   2.231E+25   4.036E+24
  78.700   2.237E+25   4.044E+24
  78.800   2.242E+25   4.051E+24
  78.900   2.248E+25   4.058E+24
  79.000   2.253E+25   4.066E+24
  79.100   2.258E+25   4.073E+24
  79.200   2.264E+25   4.080E+24
  79.300   2.269E+25   4.088E+24
  79.400   2.274E+25   4.095E+24
  79.500   2.279E+25   4.102E+24
  79.600   2.285E+25   4.109E+24
  79.700   2.290E+25   4.116E+24
  79.800   2.295E+25   4.123E+24
  79.900   2.301E+25   4.130E+24
  80.000   2.306E+25   4.137E+24
  80.100   2.311E+25   4.144E+24
  80.200   2.316E+25   4.151E+24
  80.300   2.322E+25   4.158E+24
  80.400   2.327E+25   4.165E+24
  80.500   2.332E+25   4.172E+24
  80.600   2.337E+25   4.178E+24
  80.700   2.343E+25   4.185E+24
  80.800   2.348E+25   4.192E+24
  80.900   2.353E+25   4.199E+24
  81.000   2.358E+25   4.205E+24
  81.100   2.363E+25   4.212E+24
  81.200   2.369E+25   4.218E+24
  81.300   2.374E+25   4.225E+24
  81.400   2.379E+25   4.231E+24
  81.500   2.384E+25   4.238E+24
  81.600   2.389E+25   4.244E+24
  81.700   2.394E+25   4.251E+24
  81.800   2.399E+25   4.257E+24
  81.900   2.405E+25   4.263E+24
  82.000   2.410E+25   4.270E+24
  82.100   2.415E+25   4.276E+24
  82.200   2.420E+25   4.282E+24
  82.300   2.425E+25   4.288E+24
  82.400   2.430E+25   4.295E+24
  82.500   2.435E+25   4.301E+24
  82.600   2.440E+25   4.307E+24
  82.700   2.445E+25   4.313E+24
  82.800   2.450E+25   4.319E+24
  82.900   2.455E+25   4.325E+24
  83.000   2.460E+25   4.331E+24
  83.100   2.465E+25   4.337E+24
  83.200   2.470E+25   4.343E+24
  83.300   2.475E+25   4.348E+24
  83.400   2.480E+25   4.354E+24
  83.500   2.485E+25   4.360E+24
  83.600   2.490E+25   4.366E+24
  83.700   2.495E+25   4.371E+24
  83.800   2.500E+25   4.377E+24
  83.900   2.505E+25   4.383E+24
  84.000   2.510E+25   4.388E+24
  84.100   2.515E+25   4.394E+24
  84.200   2.519E+25   4.399E+24
  84.300   2.524E+25   4.405E+24
  84.400   2.529E+25   4.410E+24
  84.500   2.534E+25   4.416E+24
  84.600   2.539E+25   4.421E+24
  84.700   2.544E+25   4.426E+24
  84.800   2.549E+25   4.432E+24
  84.900   2.553E+25   4.437E+24
  85.000   2.558E+25   4.442E+24
  85.100   2.563E+25   4.447E+24
  85.200   2.568E+25   4.453E+24
  85.300   2.572E+25   4.458E+24
  85.400   2.577E+25   4.463E+24
  85.500   2.582E+25   4.468E+24
  85.600   2.587E+25   4.473E+24
  85.700   2.591E+25   4.478E+24
  85.800   2.596E+25   4.483E+24
  85.900   2.601E+25   4.488E+24
  86.000   2.605E+25   4.493E+24
  86.100   2.610E+25   4.497E+24
  86.200   2.615E+25   4.502E+24
  86.300   2.619E+25   4.507E+24
  86.400   2.624E+25   4.512E+24
  86.500   2.629E+25   4.516E+24
  86.600   2.633E+25   4.521E+24
  86.700   2.638E+25   4.526E+24
  86.800   2.642E+25   4.530E+24
  86.900   2.647E+25   4.535E+24
  87.000   2.652E+25   4.539E+24
  87.100   2.656E+25   4.544E+24
  87.200   2.661E+25   4.548E+24
  87.300   2.665E+25   4.553E+24
  87.400   2.670E+25   4.557E+24
  87.500   2.674E+25   4.562E+24
  87.600   2.679E+25   4.566E+24
  87.700   2.683E+25   4.570E+24
  87.800   2.688E+25   4.574E+24
  87.900   2.692E+25   4.579E+24
  88.000   2.697E+25   4.583E+24
  88.100   2.701E+25   4.587E+24
  88.200   2.705E+25   4.591E+24
  88.300   2.710E+25   4.595E+24
  88.400   2.714E+25   4.599E+24
  88.500   2.719E+25   4.603E+24
  88.600   2.723E+25   4.607E+24
  88.700   2.727E+25   4.611E+24
  88.800   2.732E+25   4.615E+24
  88.900   2.736E+25   4.619E+24
  89.000   2.740E+25   4.623E+24
  89.100   2.745E+25   4.627E+24
  89.200   2.749E+25   4.630E+24
  89.300   2.753E+25   4.634E+24
  89.400   2.757E+25   4.638E+24
  89.500   2.762E+25   4.641E+24
  89.600   2.766E+25   4.645E+24
  89.700   2.770E+25   4.649E+24
  89.800   2.774E+25   4.652E+24
  89.900   2.778E+25   4.656E+24
  90.000   2.783E+25   4.659E+24
  90.100   2.787E+25   4.663E+24
  90.200   2.791E+25   4.666E+24
  90.300   2.795E+25   4.670E+24
  90.400   2.799E+25   4.673E+24
  90.500   2.803E+25   4.676E+24
  90.600   2.807E+25   4.680E+24
  90.700   2.812E+25   4.683E+24
  90.800   2.816E+25   4.686E+24
  90.900   2.820E+25   4.689E+24
  91.000   2.824E+25   4.693E+24
  91.100   2.828E+25   4.696E+24
  91.200   2.832E+25   4.699E+24
  91.300   2.836E+25   4.702E+24
  91.400   2.840E+25   4.705E+24
  91.500   2.844E+25   4.708E+24
  91.600   2.848E+25   4.711E+24
  91.700   2.852E+25   4.714E+24
  91.800   2.856E+25   4.717E+24
  91.900   2.859E+25   4.720E+24
  92.000   2.863E+25   4.722E+24
  92.100   2.867E+25   4.725E+24
  92.200   2.871E+25   4.728E+24
  92.300   2.875E+25   4.731E+24
  92.400   2.879E+25   4.734E+24
  92.500   2.883E+25   4.736E+24
  92.600   2.887E+25   4.739E+24
  92.700   2.890E+25   4.742E+24
  92.800   2.894E+25   4.744E+24
  92.900   2.898E+25   4.747E+24
  93.000   2.902E+25   4.749E+24
  93.100   2.905E+25   4.752E+24
  93.200   2.909E+25   4.754E+24
  93.300   2.913E+25   4.757E+24
  93.400   2.917E+25   4.759E+24
  93.500   2.920E+25   4.761E+24
  93.600   2.924E+25   4.764E+24
  93.700   2.928E+25   4.766E+24
  93.800   2.931E+25   4.768E+24
  93.900   2.935E+25   4.771E+24
  94.000   2.939E+25   4.773E+24
  94.100   2.942E+25   4.775E+24
  94.200   2.946E+25   4.777E+24
  94.300   2.949E+25   4.779E+24
  94.400   2.953E+25   4.781E+24
  94.500   2.957E+25   4.784E+24
  94.600   2.960E+25   4.786E+24
  94.700   2.964E+25   4.788E+24
  94.800   2.967E+25   4.790E+24
  94.900   2.971E+25   4.792E+24
  95.000   2.974E+25   4.793E+24
  95.100   2.978E+25   4.795E+24
  95.200   2.981E+25   4.797E+24
  95.300   2.984E+25   4.799E+24
  95.400   2.988E+25   4.801E+24
  95.500   2.991E+25   4.803E+24
  95.600   2.995E+25   4.804E+24
  95.700   2.998E+25   4.806E+24
  95.800   3.001E+25   4.808E+24
  95.900   3.005E+25   4.809E+24
  96.000   3.008E+25   4.811E+24
  96.100   3.011E+25   4.813E+24
  96.200   3.015E+25   4.814E+24
  96.300   3.018E+25   4.816E+24
  96.400   3.021E+25   4.817E+24
  96.500   3.025E+25   4.819E+24
  96.600   3.028E+25   4.820E+24
  96.700   3.031E+25   4.822E+24
  96.800   3.034E+25   4.823E+24
  96.900   3.038E+25   4.825E+24
  97.000   3.041E+25   4.826E+24
  97.100   3.044E+25   4.827E+24
  97.200   3.047E+25   4.828E+24
  97.300   3.050E+25   4.830E+24
  97.400   3.053E+25   4.831E+24
  97.500   3.057E+25   4.832E+24
  97.600   3.060E+25   4.833E+24
  97.700   3.063E+25   4.835E+24
  97.800   3.066E+25   4.836E+24
  97.900   3.069E+25   4.837E+24
  98.000   3.072E+25   4.838E+24
  98.100   3.075E+25   4.839E+24
  98.200   3.078E+25   4.840E+24
  98.300   3.081E+25   4.841E+24
  98.400   3.084E+25   4.842E+24
  98.500   3.087E+25   4.843E+24
  98.600   3.090E+25   4.844E+24
  98.700   3.093E+25   4.845E+24
  98.800   3.096E+25   4.845E+24
  98.900   3.099E+25   4.846E+24
  99.000   3.102E+25   4.847E+24
  99.100   3.105E+25   4.848E+24
  99.200   3.107E+25   4.849E+24
  99.300   3.110E+25   4.849E+24
  99.400   3.113E+25   4.850E+24
  99.500   3.116E+25   4.851E+24
  99.600   3.119E+25   4.851E+24
  99.700   3.122E+25   4.852E+24
  99.800   3.124E+25   4.853E+24
  99.900   3.127E+25   4.853E+24
 100.000   3.130E+25   4.854E+24
 100.100   3.133E+25   4.854E+24
 100.200   3.135E+25   4.855E+24
 100.300   3.138E+25   4.855E+24
 100.400   3.141E+25   4.856E+24
 100.500   3.144E+25   4.856E+24
 100.600   3.146E+25   4.857E+24
 100.700   3.149E+25   4.857E+24
 100.800   3.152E+25   4.857E+24
 100.900   3.154E+25   4.858E+24
 101.000   3.157E+25   4.858E+24
 101.100   3.159E+25   4.858E+24
 101.200   3.162E+25   4.859E+24
 101.300   3.165E+25   4.859E+24
 101.400   3.167E+25   4.859E+24
 101.500   3.170E+25   4.859E+24
 101.600   3.172E+25   4.859E+24
 101.700   3.175E+25   4.859E+24
 101.800   3.177E+25   4.860E+24
 101.900   3.180E+25   4.860E+24
 102.000   3.182E+25   4.860E+24
 102.100   3.185E+25   4.860E+24
 102.200   3.187E+25   4.860E+24
 102.300   3.190E+25   4.860E+24
 102.400   3.192E+25   4.860E+24
 102.500   3.195E+25   4.860E+24
 102.600   3.197E+25   4.860E+24
 102.700   3.199E+25   4.860E+24
 102.800   3.202E+25   4.859E+24
 102.900   3.204E+25   4.859E+24
 103.000   3.206E+25   4.859E+24
 103.100   3.209E+25   4.859E+24
 103.200   3.211E+25   4.859E+24
 103.300   3.213E+25   4.859E+24
 103.400   3.216E+25   4.858E+24
 103.500   3.218E+25   4.858E+24
 103.600   3.220E+25   4.858E+24
 103.700   3.222E+25   4.857E+24
 103.800   3.225E+25   4.857E+24
 103.900   3.227E+25   4.857E+24
 104.000   3.229E+25   4.856E+24
 104.100   3.231E+25   4.856E+24
 104.200   3.233E+25   4.856E+24
 104.300   3.236E+25   4.855E+24
 104.400   3.238E+25   4.855E+24
 104.500   3.240E+25   4.854E+24
 104.600   3.242E+25   4.854E+24
 104.700   3.244E+25   4.853E+24
 104.800   3.246E+25   4.853E+24
 104.900   3.248E+25   4.852E+24
 105.000   3.250E+25   4.851E+24
 105.100   3.252E+25   4.851E+24
 105.200   3.254E+25   4.850E+24
 105.300   3.256E+25   4.849E+24
 105.400   3.258E+25   4.849E+24
 105.500   3.260E+25   4.848E+24
 105.600   3.262E+25   4.847E+24
 105.700   3.264E+25   4.847E+24
 105.800   3.266E+25   4.846E+24
 105.900   3.268E+25   4.845E+24
 106.000   3.270E+25   4.844E+24
 106.100   3.272E+25   4.844E+24
 106.200   3.274E+25   4.843E+24
 106.300   3.276E+25   4.842E+24
 106.400   3.278E+25   4.841E+24
 106.500   3.280E+25   4.840E+24
 106.600   3.282E+25   4.839E+24
 106.700   3.283E+25   4.838E+24
 106.800   3.285E+25   4.837E+24
 106.900   3.287E+25   4.836E+24
 107.000   3.289E+25   4.835E+24
 107.100   3.291E+25   4.834E+24
 107.200   3.292E+25   4.833E+24
 107.300   3.294E+25   4.832E+24
 107.400   3.296E+25   4.831E+24
 107.500   3.298E+25   4.830E+24
 107.600   3.299E+25   4.829E+24
 107.700   3.301E+25   4.828E+24
 107.800   3.303E+25   4.827E+24
 107.900   3.304E+25   4.826E+24
 108.000   3.306E+25   4.825E+24
 108.100   3.308E+25   4.823E+24
 108.200   3.309E+25   4.822E+24
 108.300   3.311E+25   4.821E+24
 108.400   3.313E+25   4.820E+24
 108.500   3.314E+25   4.818E+24
 108.600   3.316E+25   4.817E+24
 108.700   3.317E+25   4.816E+24
 108.800   3.319E+25   4.815E+24
 108.900   3.320E+25   4.813E+24
 109.000   3.322E+25   4.812E+24
 109.100   3.324E+25   4.811E+24
 109.200   3.325E+25   4.809E+24
 109.300   3.327E+25   4.808E+24
 109.400   3.328E+25   4.806E+24
 109.500   3.329E+25   4.805E+24
 109.600   3.331E+25   4.804E+24
 109.700   3.332E+25   4.802E+24
 109.800   3.334E+25   4.801E+24
 109.900   3.335E+25   4.799E+24
 110.000   3.337E+25   4.798E+24
 110.100   3.338E+25   4.796E+24
 110.200   3.339E+25   4.795E+24
 110.300   3.341E+25   4.793E+24
 110.400   3.342E+25   4.791E+24
 110.500   3.343E+25   4.790E+24
 110.600   3.345E+25   4.788E+24
 110.700   3.346E+25   4.787E+24
 110.800   3.347E+25   4.785E+24
 110.900   3.349E+25   4.783E+24
 111.000   3.350E+25   4.782E+24
 111.100   3.351E+25   4.780E+24
 111.200   3.353E+25   4.778E+24
 111.300   3.354E+25   4.777E+24
 111.400   3.355E+25   4.775E+24
 111.500   3.356E+25   4.773E+24
 111.600   3.357E+25   4.771E+24
 111.700   3.359E+25   4.770E+24
 111.800   3.360E+25   4.768E+24
 111.900   3.361E+25   4.766E+24
 112.000   3.362E+25   4.764E+24
 112.100   3.363E+25   4.762E+24
 112.200   3.365E+25   4.760E+24
 112.300   3.366E+25   4.759E+24
 112.400   3.367E+25   4.757E+24
 112.500   3.368E+25   4.755E+24
 112.600   3.369E+25   4.753E+24
 112.700   3.370E+25   4.751E+24
 112.800   3.371E+25   4.749E+24
 112.900   3.372E+25   4.747E+24
 113.000   3.373E+25   4.745E+24
 113.100   3.374E+25   4.743E+24
 113.200   3.375E+25   4.741E+24
 113.300   3.376E+25   4.739E+24
 113.400   3.377E+25   4.737E+24
 113.500   3.378E+25   4.735E+24
 113.600   3.379E+25   4.733E+24
 113.700   3.380E+25   4.731E+24
 113.800   3.381E+25   4.729E+24
 113.900   3.382E+25   4.727E+24
 114.000   3.383E+25   4.725E+24
 114.100   3.384E+25   4.723E+24
 114.200   3.385E+25   4.721E+24
 114.300   3.386E+25   4.718E+24
 114.400   3.387E+25   4.716E+24
 114.500   3.387E+25   4.714E+24
 114.600   3.388E+25   4.712E+24
 114.700   3.389E+25   4.710E+24
 114.800   3.390E+25   4.708E+24
 114.900   3.391E+25   4.705E+24
 115.000   3.392E+25   4.703E+24
 115.100   3.392E+25   4.701E+24
 115.200   3.393E+25   4.699E+24
 115.300   3.394E+25   4.696E+24
 115.400   3.395E+25   4.694E+24
 115.500   3.395E+25   4.692E+24
 115.600   3.396E+25   4.690E+24
 115.700   3.397E+25   4.687E+24
 115.800   3.398E+25   4.685E+24
 115.900   3.398E+25   4.683E+24
 116.000   3.399E+25   4.680E+24
 116.100   3.400E+25   4.678E+24
 116.200   3.400E+25   4.676E+24
 116.300   3.401E+25   4.673E+24
 116.400   3.402E+25   4.671E+24
 116.500   3.402E+25   4.668E+24
 116.600   3.403E+25   4.666E+24
 116.700   3.404E+25   4.664E+24
 116.800   3.404E+25   4.661E+24
 116.900   3.405E+25   4.659E+24
 117.000   3.406E+25   4.656E+24
 117.100   3.406E+25   4.654E+24
 117.200   3.407E+25   4.651E+24
 117.300   3.407E+25   4.649E+24
 117.400   3.408E+25   4.646E+24
 117.500   3.408E+25   4.644E+24
 117.600   3.409E+25   4.641E+24
 117.700   3.409E+25   4.639E+24
 117.800   3.410E+25   4.636E+24
 117.900   3.410E+25   4.634E+24
 118.000   3.411E+25   4.631E+24
 118.100   3.411E+25   4.629E+24
 118.200   3.412E+25   4.626E+24
 118.300   3.412E+25   4.623E+24
 118.400   3.413E+25   4.621E+24
 118.500   3.413E+25   4.618E+24
 118.600   3.414E+25   4.616E+24
 118.700   3.414E+25   4.613E+24
 118.800   3.414E+25   4.610E+24
 118.900   3.415E+25   4.608E+24
 119.000   3.415E+25   4.605E+24
 119.100   3.416E+25   4.602E+24
 119.200   3.416E+25   4.600E+24
 119.300   3.416E+25   4.597E+24
 119.400   3.417E+25   4.594E+24
 119.500   3.417E+25   4.592E+24
 119.600   3.417E+25   4.589E+24
 119.700   3.418E+25   4.586E+24
 119.800   3.418E+25   4.583E+24
 119.900   3.418E+25   4.581E+24
 120.000   3.418E+25   4.578E+24
 120.100   3.419E+25   4.575E+24
 120.200   3.419E+25   4.572E+24
 120.300   3.419E+25   4.570E+24
 120.400   3.419E+25   4.567E+24
 120.500   3.420E+25   4.564E+24
 120.600   3.420E+25   4.561E+24
 120.700   3.420E+25   4.558E+24
 120.800   3.420E+25   4.555E+24
 120.900   3.421E+25   4.553E+24
 121.000   3.421E+25   4.550E+24
 121.100   3.421E+25   4.547E+24
 121.200   3.421E+25   4.544E+24
 121.300   3.421E+25   4.541E+24
 121.400   3.421E+25   4.538E+24
 121.500   3.421E+25   4.535E+24
 121.600   3.422E+25   4.533E+24
 121.700   3.422E+25   4.530E+24
 121.800   3.422E+25   4.527E+24
 121.900   3.422E+25   4.524E+24
 122.000   3.422E+25   4.521E+24
 122.100   3.422E+25   4.518E+24
 122.200   3.422E+25   4.515E+24
 122.300   3.422E+25   4.512E+24
 122.400   3.422E+25   4.509E+24
 122.500   3.422E+25   4.506E+24
 122.600   3.422E+25   4.503E+24
 122.700   3.422E+25   4.500E+24
 122.800   3.422E+25   4.497E+24
 122.900   3.422E+25   4.494E+24
 123.000   3.422E+25   4.491E+24
 123.100   3.422E+25   4.488E+24
 123.200   3.422E+25   4.485E+24
 123.300   3.422E+25   4.482E+24
 123.400   3.422E+25   4.479E+24
 123.500   3.422E+25   4.476E+24
 123.600   3.422E+25   4.473E+24
 123.700   3.422E+25   4.470E+24
 123.800   3.422E+25   4.467E+24
 123.900   3.422E+25   4.464E+24
 124.000   3.422E+25   4.461E+24
 124.100   3.422E+25   4.458E+24
 124.200   3.422E+25   4.455E+24
 124.300   3.422E+25   4.452E+24
 124.400   3.421E+25   4.449E+24
 124.500   3.421E+25   4.446E+24
 124.600   3.421E+25   4.442E+24
 124.700   3.421E+25   4.439E+24
 124.800   3.421E+25   4.436E+24
 124.900   3.421E+25   4.433E+24
 125.000   3.421E+25   4.430E+24
 125.100   3.420E+25   4.427E+24
 125.200   3.420E+25   4.424E+24
 125.300   3.420E+25   4.420E+24
 125.400   3.420E+25   4.417E+24
 125.500   3.420E+25   4.414E+24
 125.600   3.419E+25   4.411E+24
 125.700   3.419E+25   4.408E+24
 125.800   3.419E+25   4.405E+24
 125.900   3.419E+25   4.401E+24
 126.000   3.418E+25   4.398E+24
 126.100   3.418E+25   4.395E+24
 126.200   3.418E+25   4.392E+24
 126.300   3.417E+25   4.389E+24
 126.400   3.417E+25   4.385E+24
 126.500   3.417E+25   4.382E+24
 126.600   3.417E+25   4.379E+24
 126.700   3.416E+25   4.376E+24
 126.800   3.416E+25   4.373E+24
 126.900   3.416E+25   4.369E+24
 127.000   3.415E+25   4.366E+24
 127.100   3.415E+25   4.363E+24
 127.200   3.415E+25   4.360E+24
 127.300   3.414E+25   4.356E+24
 127.400   3.414E+25   4.353E+24
 127.500   3.413E+25   4.350E+24
 127.600   3.413E+25   4.346E+24
 127.700   3.413E+25   4.343E+24
 127.800   3.412E+25   4.340E+24
 127.900   3.412E+25   4.337E+24
 128.000   3.411E+25   4.333E+24
 128.100   3.411E+25   4.330E+24
 128.200   3.411E+25   4.327E+24
 128.300   3.410E+25   4.323E+24
 128.400   3.410E+25   4.320E+24
 128.500   3.409E+25   4.317E+24
 128.600   3.409E+25   4.313E+24
 128.700   3.408E+25   4.310E+24
 128.800   3.408E+25   4.307E+24
 128.900   3.407E+25   4.303E+24
 129.000   3.407E+25   4.300E+24
 129.100   3.406E+25   4.297E+24
 129.200   3.406E+25   4.293E+24
 129.300   3.405E+25   4.290E+24
 129.400   3.405E+25   4.287E+24
 129.500   3.404E+25   4.283E+24
 129.600   3.404E+25   4.280E+24
 129.700   3.403E+25   4.277E+24
 129.800   3.403E+25   4.273E+24
 129.900   3.402E+25   4.270E+24
 130.000   3.401E+25   4.266E+24
 130.100   3.401E+25   4.263E+24
 130.200   3.400E+25   4.260E+24
 130.300   3.400E+25   4.256E+24
 130.400   3.399E+25   4.253E+24
 130.500   3.399E+25   4.249E+24
 130.600   3.398E+25   4.246E+24
 130.700   3.397E+25   4.243E+24
 130.800   3.397E+25   4.239E+24
 130.900   3.396E+25   4.236E+24
 131.000   3.395E+25   4.232E+24
 131.100   3.395E+25   4.229E+24
 131.200   3.394E+25   4.226E+24
 131.300   3.393E+25   4.222E+24
 131.400   3.393E+25   4.219E+24
 131.500   3.392E+25   4.215E+24
 131.600   3.391E+25   4.212E+24
 131.700   3.391E+25   4.208E+24
 131.800   3.390E+25   4.205E+24
 131.900   3.389E+25   4.201E+24
 132.000   3.389E+25   4.198E+24
 132.100   3.388E+25   4.195E+24
 132.200   3.387E+25   4.191E+24
 132.300   3.387E+25   4.188E+24
 132.400   3.386E+25   4.184E+24
 132.500   3.385E+25   4.181E+24
 132.600   3.384E+25   4.177E+24
 132.700   3.384E+25   4.174E+24
 132.800   3.383E+25   4.170E+24
 132.900   3.382E+25   4.167E+24
 133.000   3.381E+25   4.163E+24
 133.100   3.381E+25   4.160E+24
 133.200   3.380E+25   4.156E+24
 133.300   3.379E+25   4.153E+24
 133.400   3.378E+25   4.149E+24
 133.500   3.377E+25   4.146E+24
 133.600   3.377E+25   4.142E+24
 133.700   3.376E+25   4.139E+24
 133.800   3.375E+25   4.135E+24
 133.900   3.374E+25   4.132E+24
 134.000   3.373E+25   4.128E+24
 134.100   3.372E+25   4.125E+24
 134.200   3.372E+25   4.121E+24
 134.300   3.371E+25   4.118E+24
 134.400   3.370E+25   4.114E+24
 134.500   3.369E+25   4.111E+24
 134.600   3.368E+25   4.107E+24
 134.700   3.367E+25   4.104E+24
 134.800   3.366E+25   4.100E+24
 134.900   3.365E+25   4.097E+24
 135.000   3.365E+25   4.093E+24
 135.100   3.364E+25   4.090E+24
 135.200   3.363E+25   4.086E+24
 135.300   3.362E+25   4.082E+24
 135.400   3.361E+25   4.079E+24
 135.500   3.360E+25   4.075E+24
 135.600   3.359E+25   4.072E+24
 135.700   3.358E+25   4.068E+24
 135.800   3.357E+25   4.065E+24
 135.900   3.356E+25   4.061E+24
 136.000   3.355E+25   4.058E+24
 136.100   3.354E+25   4.054E+24
 136.200   3.353E+25   4.050E+24
 136.300   3.352E+25   4.047E+24
 136.400   3.351E+25   4.043E+24
 136.500   3.351E+25   4.040E+24
 136.600   3.350E+25   4.036E+24
 136.700   3.349E+25   4.033E+24
 136.800   3.348E+25   4.029E+24
 136.900   3.347E+25   4.026E+24
